IBGE-Code,Município,UF,CAD ou AWC (m³/m³),DTA (mm/m)
3102605,Andradas,MG,"0,121","121,3"
3102704,Cachoeira de Pajeú,MG,"0,119","118,9"
3102803,Andrelândia,MG,"0,116","115,7"
3102852,Angelândia,MG,"0,112","112,1"
3102902,Antônio Carlos,MG,"0,116","115,5"
3103009,Antônio Dias,MG,"0,114","113,8"
3103108,Antônio Prado de Minas,MG,"0,106","106,4"
3103207,Araçaí,MG,"0,118","117,9"
3103306,Aracitaba,MG,"0,116","115,5"
3103405,Araçuaí,MG,"0,111","110,6"
3103504,Araguari,MG,"0,112","112,2"
3103603,Arantina,MG,"0,116","115,6"
3103702,Araponga,MG,"0,116","115,5"
3103751,Araporã,MG,"0,125","125,3"
3103801,Arapuá,MG,"0,129","128,7"
3103900,Araújos,MG,"0,114","114,0"
3104007,Araxá,MG,"0,100","99,9"
3104106,Arceburgo,MG,"0,094","93,7"
3104205,Arcos,MG,"0,115","115,5"
3104304,Areado,MG,"0,116","116,2"
3104403,Argirita,MG,"0,115","114,8"
3104452,Aricanduva,MG,"0,114","113,6"
3104502,Arinos,MG,"0,083","83,2"
3104601,Astolfo Dutra,MG,"0,109","108,9"
3104700,Ataléia,MG,"0,100","99,8"
3104809,Augusto de Lima,MG,"0,129","129,0"
3104908,Baependi,MG,"0,115","115,1"
3105004,Baldim,MG,"0,114","114,0"
3105103,Bambuí,MG,"0,117","116,5"
3105202,Bandeira,MG,"0,091","91,1"
3105301,Bandeira do Sul,MG,"0,120","120,0"
3105400,Barão de Cocais,MG,"0,098","97,6"
3105509,Barão de Monte Alto,MG,"0,115","114,8"
3105608,Barbacena,MG,"0,116","115,7"
3105707,Barra Longa,MG,"0,134","133,6"
3105905,Barroso,MG,"0,116","115,6"
3106002,Bela Vista de Minas,MG,"0,115","115,1"
3106101,Belmiro Braga,MG,"0,115","114,8"
3106200,Belo Horizonte,MG,"0,140","140,2"
3106309,Belo Oriente,MG,"0,109","109,3"
3106408,Belo Vale,MG,"0,115","115,1"
3106507,Berilo,MG,"0,110","109,8"
3106606,Bertópolis,MG,"0,114","114,5"
3106655,Berizal,MG,"0,159","159,1"
3106705,Betim,MG,"0,129","129,0"
3106804,Bias Fortes,MG,"0,115","115,2"
3106903,Bicas,MG,"0,115","114,8"
3107000,Biquinhas,MG,"0,114","114,0"
3107109,Boa Esperança,MG,"0,115","115,1"
3107208,Bocaina de Minas,MG,"0,116","115,7"
3107307,Bocaiúva,MG,"0,114","114,1"
3107406,Bom Despacho,MG,"0,115","114,7"
3107505,Bom Jardim de Minas,MG,"0,116","115,5"
3107604,Bom Jesus da Penha,MG,"0,104","103,8"
3107703,Bom Jesus do Amparo,MG,"0,107","107,2"
3107802,Bom Jesus do Galho,MG,"0,109","109,0"
3107901,Bom Repouso,MG,"0,116","115,5"
